[Step 158/250] PPO Loss: -0.0072, Desc Loss: 0.1412, Reward: 0.5262, Inliers: 17.5, Det: (384, 397)
[Step 159/250] PPO Loss: -0.0058, Desc Loss: 0.0842, Reward: 0.4492, Inliers: 18.8, Det: (391, 412)
[Step 160/250] PPO Loss: -0.0055, Desc Loss: 0.0000, Reward: 0.4341, Inliers: 12.0, Det: (399, 397)
[Step 161/250] PPO Loss: -0.0056, Desc Loss: 0.1325, Reward: 0.4990, Inliers: 20.2, Det: (388, 403)
[Step 162/250] PPO Loss: -0.0043, Desc Loss: 0.1817, Reward: 0.5782, Inliers: 25.0, Det: (391, 395)
[Step 163/250] PPO Loss: -0.0009, Desc Loss: 0.0450, Reward: 0.5656, Inliers: 9.5, Det: (408, 385)
[Step 164/250] PPO Loss: 0.0066, Desc Loss: 0.1347, Reward: 0.5394, Inliers: 16.0, Det: (392, 395)
[Step 165/250] PPO Loss: 0.0148, Desc Loss: 0.0934, Reward: 0.3770, Inliers: 8.8, Det: (385, 389)
[Step 166/250] PPO Loss: 0.0206, Desc Loss: 0.0852, Reward: 0.4671, Inliers: 16.8, Det: (386, 387)
[Step 167/250] PPO Loss: 0.0311, Desc Loss: 0.1417, Reward: 0.5605, Inliers: 10.5, Det: (396, 395)
[Step 168/250] PPO Loss: 0.0374, Desc Loss: 0.0441, Reward: 0.5556, Inliers: 16.8, Det: (386, 384)
[Step 169/250] PPO Loss: 0.0495, Desc Loss: 0.0000, Reward: 0.5425, Inliers: 10.2, Det: (379, 385)
[Step 170/250] PPO Loss: 0.0552, Desc Loss: 0.1431, Reward: 0.4056, Inliers: 14.5, Det: (397, 383)
[Step 171/250] PPO Loss: 0.0611, Desc Loss: 0.0938, Reward: 0.5167, Inliers: 10.8, Det: (384, 388)
[Step 172/250] PPO Loss: 0.0633, Desc Loss: 0.0000, Reward: 0.5552, Inliers: 10.5, Det: (379, 368)
[Step 173/250] PPO Loss: 0.0673, Desc Loss: 0.0000, Reward: 0.4958, Inliers: 11.2, Det: (396, 386)
